"Question","Subject","Treatment","Choice","Test","Lp","Ly","Lb","Rp","Ry","Rb"
126,10,1,"L",FALSE,10,100,10,100,-10,-10
126,11,1,"L",FALSE,10,100,10,100,-10,-10
126,12,1,"L",FALSE,10,100,10,100,-10,-10
126,13,1,"L",FALSE,10,100,10,100,-10,-10
126,14,1,"L",FALSE,10,100,10,100,-10,-10
126,15,1,"L",FALSE,10,100,10,100,-10,-10
126,16,2,"R",FALSE,10,100,10,100,-10,-10
126,17,2,"L",FALSE,10,100,10,100,-10,-10
126,18,2,"L",FALSE,10,100,10,100,-10,-10
126,19,2,"L",FALSE,10,100,10,100,-10,-10
126,20,2,"L",FALSE,10,100,10,100,-10,-10
126,21,2,"L",FALSE,10,100,10,100,-10,-10
126,22,2,"L",FALSE,10,100,10,100,-10,-10
126,23,2,"L",FALSE,10,100,10,100,-10,-10
126,24,2,"L",FALSE,10,100,10,100,-10,-10
126,25,2,"L",FALSE,10,100,10,100,-10,-10
126,26,2,"L",FALSE,10,100,10,100,-10,-10
126,27,2,"L",FALSE,10,100,10,100,-10,-10
126,28,2,"L",FALSE,10,100,10,100,-10,-10
126,29,2,"L",FALSE,10,100,10,100,-10,-10
126,30,2,"L",FALSE,10,100,10,100,-10,-10
126,31,2,"L",FALSE,10,100,10,100,-10,-10
126,32,2,"L",FALSE,10,100,10,100,-10,-10
126,33,3,"L",FALSE,10,100,10,100,-10,-10
126,34,3,"L",FALSE,10,100,10,100,-10,-10
126,35,3,"L",FALSE,10,100,10,100,-10,-10
126,36,3,"L",FALSE,10,100,10,100,-10,-10
126,37,3,"L",FALSE,10,100,10,100,-10,-10
126,38,3,"L",FALSE,10,100,10,100,-10,-10
126,39,3,"L",FALSE,10,100,10,100,-10,-10
126,40,3,"L",FALSE,10,100,10,100,-10,-10
126,41,3,"L",FALSE,10,100,10,100,-10,-10
126,42,3,"L",FALSE,10,100,10,100,-10,-10
126,43,3,"L",FALSE,10,100,10,100,-10,-10
126,44,3,"L",FALSE,10,100,10,100,-10,-10
126,45,3,"L",FALSE,10,100,10,100,-10,-10
126,46,3,"L",FALSE,10,100,10,100,-10,-10
126,47,3,"L",FALSE,10,100,10,100,-10,-10
126,48,3,"L",FALSE,10,100,10,100,-10,-10
127,1,1,"L",FALSE,10,100,10,100,10,-10
127,2,1,"L",FALSE,10,100,10,100,10,-10
127,3,1,"L",FALSE,10,100,10,100,10,-10
127,4,1,"L",FALSE,10,100,10,100,10,-10
127,5,1,"L",FALSE,10,100,10,100,10,-10
127,6,1,"L",FALSE,10,100,10,100,10,-10
127,7,1,"L",FALSE,10,100,10,100,10,-10
127,8,1,"L",FALSE,10,100,10,100,10,-10
127,9,1,"L",FALSE,10,100,10,100,10,-10
127,10,1,"L",FALSE,10,100,10,100,10,-10
127,11,1,"L",FALSE,10,100,10,100,10,-10
127,12,1,"L",FALSE,10,100,10,100,10,-10
127,13,1,"L",FALSE,10,100,10,100,10,-10
127,14,1,"L",FALSE,10,100,10,100,10,-10
127,15,1,"L",FALSE,10,100,10,100,10,-10
127,16,2,"L",FALSE,10,100,10,100,10,-10
127,17,2,"L",FALSE,10,100,10,100,10,-10
127,18,2,"L",FALSE,10,100,10,100,10,-10
127,19,2,"L",FALSE,10,100,10,100,10,-10
127,20,2,"L",FALSE,10,100,10,100,10,-10
127,21,2,"L",FALSE,10,100,10,100,10,-10
127,22,2,"L",FALSE,10,100,10,100,10,-10
127,23,2,"L",FALSE,10,100,10,100,10,-10
127,24,2,"L",FALSE,10,100,10,100,10,-10
127,25,2,"L",FALSE,10,100,10,100,10,-10
127,26,2,"L",FALSE,10,100,10,100,10,-10
127,27,2,"L",FALSE,10,100,10,100,10,-10
127,28,2,"L",FALSE,10,100,10,100,10,-10
127,29,2,"L",FALSE,10,100,10,100,10,-10
127,30,2,"L",FALSE,10,100,10,100,10,-10
127,31,2,"L",FALSE,10,100,10,100,10,-10
127,32,2,"L",FALSE,10,100,10,100,10,-10
127,33,3,"L",FALSE,10,100,10,100,10,-10
127,34,3,"L",FALSE,10,100,10,100,10,-10
127,35,3,"L",FALSE,10,100,10,100,10,-10
127,36,3,"L",FALSE,10,100,10,100,10,-10
127,37,3,"L",FALSE,10,100,10,100,10,-10
127,38,3,"L",FALSE,10,100,10,100,10,-10
127,39,3,"L",FALSE,10,100,10,100,10,-10
127,40,3,"L",FALSE,10,100,10,100,10,-10
127,41,3,"L",FALSE,10,100,10,100,10,-10
127,42,3,"L",FALSE,10,100,10,100,10,-10
127,43,3,"L",FALSE,10,100,10,100,10,-10
127,44,3,"L",FALSE,10,100,10,100,10,-10
127,45,3,"L",FALSE,10,100,10,100,10,-10
127,46,3,"L",FALSE,10,100,10,100,10,-10
127,47,3,"L",FALSE,10,100,10,100,10,-10
127,48,3,"L",FALSE,10,100,10,100,10,-10
128,1,1,"L",FALSE,10,100,10,100,100,-10
128,2,1,"L",FALSE,10,100,10,100,100,-10
128,3,1,"L",FALSE,10,100,10,100,100,-10
128,4,1,"L",FALSE,10,100,10,100,100,-10
128,5,1,"L",FALSE,10,100,10,100,100,-10
128,6,1,"L",FALSE,10,100,10,100,100,-10
128,7,1,"R",FALSE,10,100,10,100,100,-10
128,8,1,"L",FALSE,10,100,10,100,100,-10
128,9,1,"L",FALSE,10,100,10,100,100,-10
128,10,1,"L",FALSE,10,100,10,100,100,-10
128,11,1,"L",FALSE,10,100,10,100,100,-10
128,12,1,"L",FALSE,10,100,10,100,100,-10
128,13,1,"L",FALSE,10,100,10,100,100,-10
128,14,1,"R",FALSE,10,100,10,100,100,-10
128,15,1,"L",FALSE,10,100,10,100,100,-10
128,16,2,"R",FALSE,10,100,10,100,100,-10
128,17,2,"L",FALSE,10,100,10,100,100,-10
128,18,2,"L",FALSE,10,100,10,100,100,-10
128,19,2,"L",FALSE,10,100,10,100,100,-10
128,20,2,"L",FALSE,10,100,10,100,100,-10
128,21,2,"R",FALSE,10,100,10,100,100,-10
128,22,2,"L",FALSE,10,100,10,100,100,-10
128,23,2,"R",FALSE,10,100,10,100,100,-10
128,24,2,"R",FALSE,10,100,10,100,100,-10
128,25,2,"R",FALSE,10,100,10,100,100,-10
128,26,2,"L",FALSE,10,100,10,100,100,-10
128,27,2,"L",FALSE,10,100,10,100,100,-10
128,28,2,"L",FALSE,10,100,10,100,100,-10
128,29,2,"L",FALSE,10,100,10,100,100,-10
128,30,2,"L",FALSE,10,100,10,100,100,-10
128,31,2,"L",FALSE,10,100,10,100,100,-10
128,32,2,"L",FALSE,10,100,10,100,100,-10
128,33,3,"L",FALSE,10,100,10,100,100,-10
128,34,3,"L",FALSE,10,100,10,100,100,-10
128,35,3,"R",FALSE,10,100,10,100,100,-10
128,36,3,"L",FALSE,10,100,10,100,100,-10
128,37,3,"L",FALSE,10,100,10,100,100,-10
128,38,3,"L",FALSE,10,100,10,100,100,-10
128,39,3,"R",FALSE,10,100,10,100,100,-10
128,40,3,"L",FALSE,10,100,10,100,100,-10
128,41,3,"R",FALSE,10,100,10,100,100,-10
128,42,3,"L",FALSE,10,100,10,100,100,-10
128,43,3,"R",FALSE,10,100,10,100,100,-10
128,44,3,"R",FALSE,10,100,10,100,100,-10
128,45,3,"L",FALSE,10,100,10,100,100,-10
128,46,3,"L",FALSE,10,100,10,100,100,-10
128,47,3,"L",FALSE,10,100,10,100,100,-10
128,48,3,"L",FALSE,10,100,10,100,100,-10
129,1,1,"L",FALSE,10,100,10,100,-10,10
129,2,1,"L",FALSE,10,100,10,100,-10,10
129,3,1,"L",FALSE,10,100,10,100,-10,10
129,4,1,"L",FALSE,10,100,10,100,-10,10
129,5,1,"L",FALSE,10,100,10,100,-10,10
129,6,1,"L",FALSE,10,100,10,100,-10,10
129,7,1,"L",FALSE,10,100,10,100,-10,10
129,8,1,"L",FALSE,10,100,10,100,-10,10
129,9,1,"L",FALSE,10,100,10,100,-10,10
129,10,1,"L",FALSE,10,100,10,100,-10,10
129,11,1,"L",FALSE,10,100,10,100,-10,10
129,12,1,"L",FALSE,10,100,10,100,-10,10
129,13,1,"L",FALSE,10,100,10,100,-10,10
129,14,1,"L",FALSE,10,100,10,100,-10,10
129,15,1,"L",FALSE,10,100,10,100,-10,10
129,16,2,"R",FALSE,10,100,10,100,-10,10
129,17,2,"L",FALSE,10,100,10,100,-10,10
129,18,2,"L",FALSE,10,100,10,100,-10,10
129,19,2,"L",FALSE,10,100,10,100,-10,10
129,20,2,"L",FALSE,10,100,10,100,-10,10
129,21,2,"L",FALSE,10,100,10,100,-10,10
129,22,2,"L",FALSE,10,100,10,100,-10,10
129,23,2,"L",FALSE,10,100,10,100,-10,10
129,24,2,"R",FALSE,10,100,10,100,-10,10
129,25,2,"L",FALSE,10,100,10,100,-10,10
129,26,2,"L",FALSE,10,100,10,100,-10,10
129,27,2,"L",FALSE,10,100,10,100,-10,10
129,28,2,"L",FALSE,10,100,10,100,-10,10
129,29,2,"L",FALSE,10,100,10,100,-10,10
129,30,2,"L",FALSE,10,100,10,100,-10,10
129,31,2,"L",FALSE,10,100,10,100,-10,10
129,32,2,"L",FALSE,10,100,10,100,-10,10
129,33,3,"L",FALSE,10,100,10,100,-10,10
129,34,3,"L",FALSE,10,100,10,100,-10,10
129,35,3,"L",FALSE,10,100,10,100,-10,10
129,36,3,"L",FALSE,10,100,10,100,-10,10
129,37,3,"L",FALSE,10,100,10,100,-10,10
129,38,3,"L",FALSE,10,100,10,100,-10,10
129,39,3,"L",FALSE,10,100,10,100,-10,10
129,40,3,"L",FALSE,10,100,10,100,-10,10
129,41,3,"L",FALSE,10,100,10,100,-10,10
129,42,3,"L",FALSE,10,100,10,100,-10,10
129,43,3,"L",FALSE,10,100,10,100,-10,10
129,44,3,"L",FALSE,10,100,10,100,-10,10
129,45,3,"L",FALSE,10,100,10,100,-10,10
129,46,3,"L",FALSE,10,100,10,100,-10,10
129,47,3,"L",FALSE,10,100,10,100,-10,10
129,48,3,"L",FALSE,10,100,10,100,-10,10
130,1,1,"L",FALSE,10,100,10,100,10,10
130,2,1,"L",FALSE,10,100,10,100,10,10
130,3,1,"L",FALSE,10,100,10,100,10,10
130,4,1,"L",FALSE,10,100,10,100,10,10
130,5,1,"L",FALSE,10,100,10,100,10,10
130,6,1,"L",FALSE,10,100,10,100,10,10
130,7,1,"R",FALSE,10,100,10,100,10,10
130,8,1,"L",FALSE,10,100,10,100,10,10
130,9,1,"L",FALSE,10,100,10,100,10,10
130,10,1,"L",FALSE,10,100,10,100,10,10
130,11,1,"L",FALSE,10,100,10,100,10,10
130,12,1,"L",FALSE,10,100,10,100,10,10
130,13,1,"L",FALSE,10,100,10,100,10,10
130,14,1,"L",FALSE,10,100,10,100,10,10
130,15,1,"L",FALSE,10,100,10,100,10,10
130,16,2,"L",FALSE,10,100,10,100,10,10
130,17,2,"L",FALSE,10,100,10,100,10,10
130,18,2,"L",FALSE,10,100,10,100,10,10
130,19,2,"L",FALSE,10,100,10,100,10,10
130,20,2,"L",FALSE,10,100,10,100,10,10
130,21,2,"R",FALSE,10,100,10,100,10,10
130,22,2,"L",FALSE,10,100,10,100,10,10
130,23,2,"L",FALSE,10,100,10,100,10,10
130,24,2,"L",FALSE,10,100,10,100,10,10
130,25,2,"L",FALSE,10,100,10,100,10,10
130,26,2,"L",FALSE,10,100,10,100,10,10
130,27,2,"L",FALSE,10,100,10,100,10,10
130,28,2,"L",FALSE,10,100,10,100,10,10
130,29,2,"L",FALSE,10,100,10,100,10,10
130,30,2,"L",FALSE,10,100,10,100,10,10
130,31,2,"L",FALSE,10,100,10,100,10,10
130,32,2,"L",FALSE,10,100,10,100,10,10
130,33,3,"L",FALSE,10,100,10,100,10,10
130,34,3,"L",FALSE,10,100,10,100,10,10
130,35,3,"L",FALSE,10,100,10,100,10,10
130,36,3,"L",FALSE,10,100,10,100,10,10
130,37,3,"L",FALSE,10,100,10,100,10,10
130,38,3,"L",FALSE,10,100,10,100,10,10
130,39,3,"R",FALSE,10,100,10,100,10,10
130,40,3,"L",FALSE,10,100,10,100,10,10
130,41,3,"L",FALSE,10,100,10,100,10,10
130,42,3,"L",FALSE,10,100,10,100,10,10
130,43,3,"R",FALSE,10,100,10,100,10,10
130,44,3,"L",FALSE,10,100,10,100,10,10
130,45,3,"L",FALSE,10,100,10,100,10,10
130,46,3,"L",FALSE,10,100,10,100,10,10
130,47,3,"L",FALSE,10,100,10,100,10,10
130,48,3,"L",FALSE,10,100,10,100,10,10
131,1,1,"L",FALSE,10,100,10,100,-10,100
131,2,1,"R",FALSE,10,100,10,100,-10,100
131,3,1,"R",FALSE,10,100,10,100,-10,100
131,4,1,"R",FALSE,10,100,10,100,-10,100
131,5,1,"L",FALSE,10,100,10,100,-10,100
131,6,1,"L",FALSE,10,100,10,100,-10,100
131,7,1,"R",FALSE,10,100,10,100,-10,100
131,8,1,"R",FALSE,10,100,10,100,-10,100
131,9,1,"L",FALSE,10,100,10,100,-10,100
131,10,1,"L",FALSE,10,100,10,100,-10,100
131,11,1,"R",FALSE,10,100,10,100,-10,100
131,12,1,"R",FALSE,10,100,10,100,-10,100
131,13,1,"L",FALSE,10,100,10,100,-10,100
131,14,1,"R",FALSE,10,100,10,100,-10,100
131,15,1,"L",FALSE,10,100,10,100,-10,100
131,16,2,"R",FALSE,10,100,10,100,-10,100
131,17,2,"L",FALSE,10,100,10,100,-10,100
131,18,2,"R",FALSE,10,100,10,100,-10,100
131,19,2,"L",FALSE,10,100,10,100,-10,100
131,20,2,"L",FALSE,10,100,10,100,-10,100
131,21,2,"R",FALSE,10,100,10,100,-10,100
131,22,2,"R",FALSE,10,100,10,100,-10,100
131,23,2,"L",FALSE,10,100,10,100,-10,100
131,24,2,"R",FALSE,10,100,10,100,-10,100
131,25,2,"R",FALSE,10,100,10,100,-10,100
131,26,2,"L",FALSE,10,100,10,100,-10,100
131,27,2,"L",FALSE,10,100,10,100,-10,100
131,28,2,"L",FALSE,10,100,10,100,-10,100
131,29,2,"R",FALSE,10,100,10,100,-10,100
131,30,2,"R",FALSE,10,100,10,100,-10,100
131,31,2,"L",FALSE,10,100,10,100,-10,100
131,32,2,"R",FALSE,10,100,10,100,-10,100
131,33,3,"L",FALSE,10,100,10,100,-10,100
131,34,3,"L",FALSE,10,100,10,100,-10,100
131,35,3,"R",FALSE,10,100,10,100,-10,100
131,36,3,"L",FALSE,10,100,10,100,-10,100
131,37,3,"L",FALSE,10,100,10,100,-10,100
131,38,3,"L",FALSE,10,100,10,100,-10,100
131,39,3,"R",FALSE,10,100,10,100,-10,100
131,40,3,"L",FALSE,10,100,10,100,-10,100
131,41,3,"R",FALSE,10,100,10,100,-10,100
131,42,3,"L",FALSE,10,100,10,100,-10,100
131,43,3,"R",FALSE,10,100,10,100,-10,100
131,44,3,"R",FALSE,10,100,10,100,-10,100
131,45,3,"L",FALSE,10,100,10,100,-10,100
131,46,3,"R",FALSE,10,100,10,100,-10,100
131,47,3,"R",FALSE,10,100,10,100,-10,100
131,48,3,"R",FALSE,10,100,10,100,-10,100
132,1,1,"R",FALSE,10,100,10,100,10,100
132,2,1,"R",FALSE,10,100,10,100,10,100
132,3,1,"R",FALSE,10,100,10,100,10,100
132,4,1,"R",FALSE,10,100,10,100,10,100
132,5,1,"R",FALSE,10,100,10,100,10,100
132,6,1,"R",FALSE,10,100,10,100,10,100
132,7,1,"R",FALSE,10,100,10,100,10,100
132,8,1,"R",FALSE,10,100,10,100,10,100
132,9,1,"R",FALSE,10,100,10,100,10,100
132,10,1,"R",FALSE,10,100,10,100,10,100
132,11,1,"R",FALSE,10,100,10,100,10,100
132,12,1,"R",FALSE,10,100,10,100,10,100
132,13,1,"R",FALSE,10,100,10,100,10,100
132,14,1,"R",FALSE,10,100,10,100,10,100
132,15,1,"R",FALSE,10,100,10,100,10,100
132,16,2,"R",FALSE,10,100,10,100,10,100
132,17,2,"R",FALSE,10,100,10,100,10,100
132,18,2,"R",FALSE,10,100,10,100,10,100
132,19,2,"R",FALSE,10,100,10,100,10,100
132,20,2,"R",FALSE,10,100,10,100,10,100
132,21,2,"R",FALSE,10,100,10,100,10,100
132,22,2,"R",FALSE,10,100,10,100,10,100
132,23,2,"R",FALSE,10,100,10,100,10,100
132,24,2,"R",FALSE,10,100,10,100,10,100
132,25,2,"R",FALSE,10,100,10,100,10,100
132,26,2,"R",FALSE,10,100,10,100,10,100
132,27,2,"R",FALSE,10,100,10,100,10,100
132,28,2,"R",FALSE,10,100,10,100,10,100
132,29,2,"R",FALSE,10,100,10,100,10,100
132,30,2,"R",FALSE,10,100,10,100,10,100
132,31,2,"R",FALSE,10,100,10,100,10,100
132,32,2,"R",FALSE,10,100,10,100,10,100
132,33,3,"R",FALSE,10,100,10,100,10,100
132,34,3,"R",FALSE,10,100,10,100,10,100
132,35,3,"R",FALSE,10,100,10,100,10,100
132,36,3,"R",FALSE,10,100,10,100,10,100
132,37,3,"R",FALSE,10,100,10,100,10,100
132,38,3,"R",FALSE,10,100,10,100,10,100
132,39,3,"R",FALSE,10,100,10,100,10,100
132,40,3,"R",FALSE,10,100,10,100,10,100
132,41,3,"R",FALSE,10,100,10,100,10,100
132,42,3,"R",FALSE,10,100,10,100,10,100
132,43,3,"R",FALSE,10,100,10,100,10,100
132,44,3,"R",FALSE,10,100,10,100,10,100
132,45,3,"R",FALSE,10,100,10,100,10,100
132,46,3,"R",FALSE,10,100,10,100,10,100
132,47,3,"R",FALSE,10,100,10,100,10,100
132,48,3,"R",FALSE,10,100,10,100,10,100
133,1,1,"L",TRUE,10,-10,100,100,-10,-10
133,2,1,"L",TRUE,10,-10,100,100,-10,-10
133,3,1,"L",TRUE,10,-10,100,100,-10,-10
133,4,1,"L",TRUE,10,-10,100,100,-10,-10
133,5,1,"L",TRUE,10,-10,100,100,-10,-10
133,6,1,"L",TRUE,10,-10,100,100,-10,-10
133,7,1,"L",TRUE,10,-10,100,100,-10,-10
133,8,1,"L",TRUE,10,-10,100,100,-10,-10
133,9,1,"L",TRUE,10,-10,100,100,-10,-10
133,10,1,"L",TRUE,10,-10,100,100,-10,-10
133,11,1,"L",TRUE,10,-10,100,100,-10,-10
133,12,1,"L",TRUE,10,-10,100,100,-10,-10
133,13,1,"L",TRUE,10,-10,100,100,-10,-10
133,14,1,"L",TRUE,10,-10,100,100,-10,-10
133,15,1,"L",TRUE,10,-10,100,100,-10,-10
133,16,2,"L",TRUE,10,-10,100,100,-10,-10
133,17,2,"L",TRUE,10,-10,100,100,-10,-10
133,18,2,"L",TRUE,10,-10,100,100,-10,-10
133,19,2,"L",TRUE,10,-10,100,100,-10,-10
133,20,2,"L",TRUE,10,-10,100,100,-10,-10
133,21,2,"L",TRUE,10,-10,100,100,-10,-10
133,22,2,"L",TRUE,10,-10,100,100,-10,-10
133,23,2,"L",TRUE,10,-10,100,100,-10,-10
133,24,2,"L",TRUE,10,-10,100,100,-10,-10
133,25,2,"L",TRUE,10,-10,100,100,-10,-10
133,26,2,"L",TRUE,10,-10,100,100,-10,-10
133,27,2,"L",TRUE,10,-10,100,100,-10,-10
133,28,2,"L",TRUE,10,-10,100,100,-10,-10
133,29,2,"L",TRUE,10,-10,100,100,-10,-10
133,30,2,"L",TRUE,10,-10,100,100,-10,-10
133,31,2,"L",TRUE,10,-10,100,100,-10,-10
133,32,2,"L",TRUE,10,-10,100,100,-10,-10
133,33,3,"L",TRUE,10,-10,100,100,-10,-10
133,34,3,"L",TRUE,10,-10,100,100,-10,-10
133,35,3,"L",TRUE,10,-10,100,100,-10,-10
133,36,3,"L",TRUE,10,-10,100,100,-10,-10
133,37,3,"L",TRUE,10,-10,100,100,-10,-10
133,38,3,"L",TRUE,10,-10,100,100,-10,-10
133,39,3,"L",TRUE,10,-10,100,100,-10,-10
133,40,3,"L",TRUE,10,-10,100,100,-10,-10
133,41,3,"L",TRUE,10,-10,100,100,-10,-10
133,42,3,"L",TRUE,10,-10,100,100,-10,-10
133,43,3,"L",TRUE,10,-10,100,100,-10,-10
133,44,3,"L",TRUE,10,-10,100,100,-10,-10
133,45,3,"L",TRUE,10,-10,100,100,-10,-10
133,46,3,"L",TRUE,10,-10,100,100,-10,-10
133,47,3,"L",TRUE,10,-10,100,100,-10,-10
133,48,3,"L",TRUE,10,-10,100,100,-10,-10
134,1,1,"L",FALSE,10,-10,100,100,10,-10
134,2,1,"L",FALSE,10,-10,100,100,10,-10
134,3,1,"L",FALSE,10,-10,100,100,10,-10
134,4,1,"L",FALSE,10,-10,100,100,10,-10
134,5,1,"L",FALSE,10,-10,100,100,10,-10
134,6,1,"L",FALSE,10,-10,100,100,10,-10
134,7,1,"I",FALSE,10,-10,100,100,10,-10
134,8,1,"L",FALSE,10,-10,100,100,10,-10
134,9,1,"L",FALSE,10,-10,100,100,10,-10
134,10,1,"L",FALSE,10,-10,100,100,10,-10
134,11,1,"L",FALSE,10,-10,100,100,10,-10
134,12,1,"L",FALSE,10,-10,100,100,10,-10
134,13,1,"L",FALSE,10,-10,100,100,10,-10
134,14,1,"L",FALSE,10,-10,100,100,10,-10
134,15,1,"R",FALSE,10,-10,100,100,10,-10
134,16,2,"L",FALSE,10,-10,100,100,10,-10
134,17,2,"L",FALSE,10,-10,100,100,10,-10
134,18,2,"L",FALSE,10,-10,100,100,10,-10
134,19,2,"L",FALSE,10,-10,100,100,10,-10
134,20,2,"L",FALSE,10,-10,100,100,10,-10
134,21,2,"L",FALSE,10,-10,100,100,10,-10
134,22,2,"L",FALSE,10,-10,100,100,10,-10
134,23,2,"L",FALSE,10,-10,100,100,10,-10
134,24,2,"L",FALSE,10,-10,100,100,10,-10
134,25,2,"L",FALSE,10,-10,100,100,10,-10
134,26,2,"L",FALSE,10,-10,100,100,10,-10
134,27,2,"L",FALSE,10,-10,100,100,10,-10
134,28,2,"L",FALSE,10,-10,100,100,10,-10
134,29,2,"L",FALSE,10,-10,100,100,10,-10
134,30,2,"L",FALSE,10,-10,100,100,10,-10
134,31,2,"L",FALSE,10,-10,100,100,10,-10
134,32,2,"L",FALSE,10,-10,100,100,10,-10
134,33,3,"L",FALSE,10,-10,100,100,10,-10
134,34,3,"L",FALSE,10,-10,100,100,10,-10
134,35,3,"L",FALSE,10,-10,100,100,10,-10
134,36,3,"R",FALSE,10,-10,100,100,10,-10
134,37,3,"L",FALSE,10,-10,100,100,10,-10
134,38,3,"L",FALSE,10,-10,100,100,10,-10
134,39,3,"L",FALSE,10,-10,100,100,10,-10
134,40,3,"L",FALSE,10,-10,100,100,10,-10
134,41,3,"L",FALSE,10,-10,100,100,10,-10
134,42,3,"L",FALSE,10,-10,100,100,10,-10
134,43,3,"L",FALSE,10,-10,100,100,10,-10
134,44,3,"L",FALSE,10,-10,100,100,10,-10
134,45,3,"L",FALSE,10,-10,100,100,10,-10
134,46,3,"I",FALSE,10,-10,100,100,10,-10
134,47,3,"L",FALSE,10,-10,100,100,10,-10
134,48,3,"L",FALSE,10,-10,100,100,10,-10
135,1,1,"L",FALSE,10,-10,100,100,100,-10
135,2,1,"R",FALSE,10,-10,100,100,100,-10
135,3,1,"L",FALSE,10,-10,100,100,100,-10
135,4,1,"L",FALSE,10,-10,100,100,100,-10
135,5,1,"L",FALSE,10,-10,100,100,100,-10
135,6,1,"R",FALSE,10,-10,100,100,100,-10
135,7,1,"R",FALSE,10,-10,100,100,100,-10
135,8,1,"L",FALSE,10,-10,100,100,100,-10
135,9,1,"L",FALSE,10,-10,100,100,100,-10
135,10,1,"R",FALSE,10,-10,100,100,100,-10
135,11,1,"R",FALSE,10,-10,100,100,100,-10
135,12,1,"L",FALSE,10,-10,100,100,100,-10
135,13,1,"L",FALSE,10,-10,100,100,100,-10
135,14,1,"R",FALSE,10,-10,100,100,100,-10
135,15,1,"L",FALSE,10,-10,100,100,100,-10
135,16,2,"L",FALSE,10,-10,100,100,100,-10
135,17,2,"R",FALSE,10,-10,100,100,100,-10
135,18,2,"L",FALSE,10,-10,100,100,100,-10
135,19,2,"R",FALSE,10,-10,100,100,100,-10
135,20,2,"R",FALSE,10,-10,100,100,100,-10
135,21,2,"L",FALSE,10,-10,100,100,100,-10
135,22,2,"L",FALSE,10,-10,100,100,100,-10
135,23,2,"R",FALSE,10,-10,100,100,100,-10
135,24,2,"R",FALSE,10,-10,100,100,100,-10
135,25,2,"R",FALSE,10,-10,100,100,100,-10
135,26,2,"R",FALSE,10,-10,100,100,100,-10
135,27,2,"L",FALSE,10,-10,100,100,100,-10
135,28,2,"L",FALSE,10,-10,100,100,100,-10
135,29,2,"R",FALSE,10,-10,100,100,100,-10
135,30,2,"R",FALSE,10,-10,100,100,100,-10
135,31,2,"L",FALSE,10,-10,100,100,100,-10
135,32,2,"R",FALSE,10,-10,100,100,100,-10
135,33,3,"L",FALSE,10,-10,100,100,100,-10
135,34,3,"R",FALSE,10,-10,100,100,100,-10
135,35,3,"R",FALSE,10,-10,100,100,100,-10
135,36,3,"R",FALSE,10,-10,100,100,100,-10
135,37,3,"L",FALSE,10,-10,100,100,100,-10
135,38,3,"L",FALSE,10,-10,100,100,100,-10
135,39,3,"R",FALSE,10,-10,100,100,100,-10
135,40,3,"R",FALSE,10,-10,100,100,100,-10
135,41,3,"R",FALSE,10,-10,100,100,100,-10
135,42,3,"L",FALSE,10,-10,100,100,100,-10
135,43,3,"R",FALSE,10,-10,100,100,100,-10
135,44,3,"L",FALSE,10,-10,100,100,100,-10
135,45,3,"L",FALSE,10,-10,100,100,100,-10
135,46,3,"L",FALSE,10,-10,100,100,100,-10
135,47,3,"L",FALSE,10,-10,100,100,100,-10
135,48,3,"L",FALSE,10,-10,100,100,100,-10
136,1,1,"L",FALSE,10,-10,100,100,-10,10
136,2,1,"L",FALSE,10,-10,100,100,-10,10
136,3,1,"L",FALSE,10,-10,100,100,-10,10
136,4,1,"L",FALSE,10,-10,100,100,-10,10
136,5,1,"L",FALSE,10,-10,100,100,-10,10
136,6,1,"L",FALSE,10,-10,100,100,-10,10
136,7,1,"L",FALSE,10,-10,100,100,-10,10
136,8,1,"L",FALSE,10,-10,100,100,-10,10
136,9,1,"L",FALSE,10,-10,100,100,-10,10
136,10,1,"L",FALSE,10,-10,100,100,-10,10
136,11,1,"L",FALSE,10,-10,100,100,-10,10
136,12,1,"L",FALSE,10,-10,100,100,-10,10
136,13,1,"L",FALSE,10,-10,100,100,-10,10
136,14,1,"L",FALSE,10,-10,100,100,-10,10
136,15,1,"R",FALSE,10,-10,100,100,-10,10
136,16,2,"R",FALSE,10,-10,100,100,-10,10
136,17,2,"L",FALSE,10,-10,100,100,-10,10
136,18,2,"L",FALSE,10,-10,100,100,-10,10
136,19,2,"L",FALSE,10,-10,100,100,-10,10
136,20,2,"L",FALSE,10,-10,100,100,-10,10
136,21,2,"L",FALSE,10,-10,100,100,-10,10
136,22,2,"L",FALSE,10,-10,100,100,-10,10
136,23,2,"L",FALSE,10,-10,100,100,-10,10
136,24,2,"L",FALSE,10,-10,100,100,-10,10
136,25,2,"L",FALSE,10,-10,100,100,-10,10
136,26,2,"L",FALSE,10,-10,100,100,-10,10
136,27,2,"L",FALSE,10,-10,100,100,-10,10
136,28,2,"L",FALSE,10,-10,100,100,-10,10
136,29,2,"L",FALSE,10,-10,100,100,-10,10
136,30,2,"L",FALSE,10,-10,100,100,-10,10
136,31,2,"L",FALSE,10,-10,100,100,-10,10
136,32,2,"L",FALSE,10,-10,100,100,-10,10
136,33,3,"R",FALSE,10,-10,100,100,-10,10
136,34,3,"L",FALSE,10,-10,100,100,-10,10
136,35,3,"L",FALSE,10,-10,100,100,-10,10
136,36,3,"L",FALSE,10,-10,100,100,-10,10
136,37,3,"L",FALSE,10,-10,100,100,-10,10
136,38,3,"L",FALSE,10,-10,100,100,-10,10
136,39,3,"R",FALSE,10,-10,100,100,-10,10
